task,dataset,seq_id,category,n_frames,n_boxes,purity,frac_small_area,frac_small_side,cats_in_seq,frac_small_per_cat,sqrt_area_max,sqrt_area_median,sqrt_area_min,sqrt_area_p05,sqrt_area_p95
MOT,sdmcar,sdmcar/test/19-3,car,163,13635,pure_small,1.0,1.0,car,car:1.000,20.49,7.42,2.24,4.58,12.73
MOT,sdmcar,sdmcar/test/2-7,car,192,22977,pure_small,1.0,1.0,car,car:1.000,11.83,7.0,2.45,4.9,9.0
MOT,sdmcar,sdmcar/test/22-4,car,212,24302,pure_small,1.0,1.0,car,car:1.000,17.0,7.94,1.41,3.87,11.4
MOT,sdmcar,sdmcar/test/24-3,car,180,3894,pure_small,1.0,1.0,car,car:1.000,14.28,6.48,3.46,4.47,9.95
MOT,sdmcar,sdmcar/test/25-3,car,197,4230,pure_small,1.0,1.0,car,car:1.000,7.94,5.0,2.45,3.87,6.32
MOT,sdmcar,sdmcar/test/30-1,car,177,503,pure_small,1.0,1.0,car,car:1.000,8.94,6.93,4.9,5.0,8.37
MOT,sdmcar,sdmcar/test/31-4,car,207,40737,pure_small,1.0,1.0,car,car:1.000,11.49,6.48,2.24,4.47,8.94
MOT,sdmcar,sdmcar/test/4-2,car,201,4201,pure_small,1.0,1.0,car,car:1.000,10.91,5.48,2.0,3.46,9.49
MOT,sdmcar,sdmcar/test/41-4,car,127,8844,pure_small,1.0,1.0,car,car:1.000,16.31,4.9,3.46,3.87,11.66
MOT,sdmcar,sdmcar/test/42-3,car,206,7937,pure_small,1.0,1.0,car,car:1.000,18.65,7.48,4.0,5.48,12.96
MOT,sdmcar,sdmcar/test/47-4,car,207,19183,pure_small,1.0,1.0,car,car:1.000,11.66,4.9,2.45,4.0,6.32
MOT,sdmcar,sdmcar/test/50-2,car,158,7980,pure_small,1.0,1.0,car,car:1.000,19.77,6.93,1.0,4.9,13.42
MOT,sdmcar,sdmcar/test/6-4,car,190,23841,pure_small,1.0,1.0,car,car:1.000,12.37,6.48,1.0,4.24,8.49
MOT,rscardata,rscardata/train/001,car,260,4096,pure_small,1.0,1.0,car,car:1.000,9.0,5.48,3.46,4.0,6.48
MOT,rscardata,rscardata/train/002,car,260,4087,pure_small,1.0,1.0,car,car:1.000,7.94,4.9,3.46,4.0,5.92
MOT,rscardata,rscardata/train/003,car,260,15220,pure_small,1.0,1.0,car,car:1.000,8.49,4.9,0.0,4.0,6.0
MOT,rscardata,rscardata/train/004,car,260,8108,pure_small,1.0,1.0,car,car:1.000,8.0,4.9,2.83,4.0,6.0
MOT,rscardata,rscardata/train/005,car,325,6968,pure_small,1.0,1.0,car,car:1.000,8.37,5.0,2.0,3.46,7.0
MOT,rscardata,rscardata/train/006,car,325,3975,pure_small,1.0,1.0,car,car:1.000,8.12,5.48,2.45,3.46,6.71
MOT,rscardata,rscardata/train/007,car,325,2778,pure_small,1.0,1.0,car,car:1.000,8.94,5.48,2.83,3.87,7.94
MOT,rscardata,rscardata/train/008,car,325,3956,pure_small,1.0,1.0,car,car:1.000,8.37,5.29,2.45,3.87,6.71
MOT,rscardata,rscardata/train/009,car,326,1851,pure_small,1.0,1.0,car,car:1.000,8.49,5.48,3.0,4.47,6.93
MOT,rscardata,rscardata/train/010,car,326,6855,pure_small,1.0,1.0,car,car:1.000,13.67,5.48,2.45,4.47,7.35
MOT,rscardata,rscardata/train/011,car,326,4972,pure_small,1.0,1.0,car,car:1.000,8.94,5.48,2.83,4.47,7.0
MOT,rscardata,rscardata/train/012,car,326,1810,pure_small,1.0,1.0,car,car:1.000,13.42,5.48,3.46,4.47,7.75
MOT,rscardata,rscardata/train/013,car,325,13890,pure_small,1.0,1.0,car,car:1.000,11.49,6.48,3.87,5.0,8.0
MOT,rscardata,rscardata/train/014,car,325,7183,pure_small,1.0,1.0,car,car:1.000,11.49,7.0,4.47,5.48,8.0
MOT,rscardata,rscardata/train/015,car,325,3147,pure_small,1.0,1.0,car,car:1.000,7.35,4.47,2.45,3.46,5.48
MOT,rscardata,rscardata/train/016,car,325,16736,pure_small,1.0,1.0,car,car:1.000,11.4,4.0,1.41,2.83,5.48
MOT,rscardata,rscardata/train/017,car,325,5880,pure_small,1.0,1.0,car,car:1.000,8.0,4.47,2.45,3.46,5.92
MOT,rscardata,rscardata/train/018,car,325,6947,pure_small,1.0,1.0,car,car:1.000,7.94,4.47,2.0,3.46,5.92
MOT,rscardata,rscardata/train/019,car,326,4081,pure_small,1.0,1.0,car,car:1.000,13.04,5.29,2.45,3.87,8.77
MOT,rscardata,rscardata/train/020,car,326,15897,pure_small,1.0,1.0,car,car:1.000,21.49,5.48,3.0,4.24,9.38
MOT,rscardata,rscardata/train/021,car,326,20265,pure_small,1.0,1.0,car,car:1.000,19.77,5.48,3.0,4.0,8.49
MOT,rscardata,rscardata/train/022,car,326,1552,pure_small,1.0,1.0,car,car:1.000,17.32,5.48,3.0,4.24,8.62
MOT,rscardata,rscardata/train/023,car,703,18904,pure_small,1.0,1.0,car,car:1.000,13.04,6.93,0.0,5.0,10.95
MOT,rscardata,rscardata/train/024,car,703,9219,pure_small,1.0,1.0,car,car:1.000,15.1,7.35,3.46,5.92,12.0
MOT,rscardata,rscardata/train/025,car,300,1756,pure_small,1.0,1.0,car,car:1.000,23.98,14.97,9.49,12.0,19.9
MOT,rscardata,rscardata/train/026,car,300,4851,pure_small,1.0,1.0,car,car:1.000,22.45,15.0,7.48,11.96,19.49
MOT,rscardata,rscardata/train/027,car,730,50384,pure_small,1.0,1.0,car,car:1.000,19.6,5.92,0.0,4.47,8.37
MOT,rscardata,rscardata/train/028,car,730,41357,pure_small,1.0,1.0,car,car:1.000,16.12,6.32,0.0,4.9,8.37
MOT,rscardata,rscardata/train/029,car,730,6857,pure_small,1.0,1.0,car,car:1.000,10.49,6.93,4.24,5.92,7.75
MOT,rscardata,rscardata/train/030,car,730,3108,pure_small,1.0,1.0,car,car:1.000,8.94,6.32,4.47,5.48,7.48
MOT,rscardata,rscardata/train/031,car,350,13060,pure_small,1.0,1.0,car,car:1.000,21.54,8.49,0.0,6.32,10.95
MOT,rscardata,rscardata/train/032,car,350,16556,pure_small,1.0,1.0,car,car:1.000,21.54,8.0,5.0,6.32,11.22
MOT,rscardata,rscardata/train/033,car,350,869,pure_small,1.0,1.0,car,car:1.000,8.0,7.0,6.0,6.48,7.48
MOT,rscardata,rscardata/train/034,car,350,10644,pure_small,1.0,1.0,car,car:1.000,18.33,8.49,5.48,6.48,11.66
MOT,rscardata,rscardata/train/035,car,210,9127,pure_small,1.0,1.0,car,car:1.000,12.49,8.49,5.0,6.0,10.95
MOT,rscardata,rscardata/train/036,car,210,8495,pure_small,1.0,1.0,car,car:1.000,21.54,8.37,5.0,6.48,12.73
MOT,rscardata,rscardata/train/037,car,210,233,pure_small,1.0,1.0,car,car:1.000,8.49,8.0,6.48,7.0,8.49
MOT,rscardata,rscardata/train/038,car,210,5112,pure_small,1.0,1.0,car,car:1.000,15.3,8.49,5.92,6.93,10.39
MOT,rscardata,rscardata/train/039,car,170,7415,pure_small,1.0,1.0,car,car:1.000,20.78,8.49,0.0,6.93,10.49
MOT,rscardata,rscardata/train/040,car,170,5927,pure_small,1.0,1.0,car,car:1.000,21.54,8.77,5.66,6.93,12.73
MOT,rscardata,rscardata/train/041,car,170,170,pure_small,1.0,1.0,car,car:1.000,8.49,8.0,6.93,7.48,8.0
MOT,rscardata,rscardata/train/042,car,170,3572,pure_small,1.0,1.0,car,car:1.000,19.75,8.77,6.48,7.35,13.67
MOT,rscardata,rscardata/train/043,car,750,5932,pure_small,1.0,1.0,car,car:1.000,18.49,6.48,3.87,5.48,10.49
MOT,rscardata,rscardata/train/044,car,480,6995,pure_small,1.0,1.0,car,car:1.000,6.93,5.0,3.46,4.24,6.0
MOT,rscardata,rscardata/train/045,car,480,10471,pure_small,1.0,1.0,car,car:1.000,7.0,5.48,2.45,4.47,6.0
MOT,rscardata,rscardata/train/046,car,480,8998,pure_small,1.0,1.0,car,car:1.000,6.93,5.48,3.46,4.47,6.48
MOT,rscardata,rscardata/train/047,car,480,5888,pure_small,1.0,1.0,car,car:1.000,6.93,5.48,2.83,4.0,6.32
MOT,rscardata,rscardata/train/048,car,481,12698,pure_small,1.0,1.0,car,car:1.000,7.21,4.47,0.0,3.46,6.32
MOT,rscardata,rscardata/train/049,car,481,35034,pure_small,1.0,1.0,car,car:1.000,8.94,4.9,0.0,4.0,5.92
MOT,rscardata,rscardata/train/050,car,481,21663,pure_small,1.0,1.0,car,car:1.000,16.12,4.47,2.83,4.0,6.32
MOT,rscardata,rscardata/train/051,car,481,8450,pure_small,1.0,1.0,car,car:1.000,9.8,4.47,2.83,3.87,8.49
MOT,rscardata,rscardata/train/052,car,480,7912,pure_small,1.0,1.0,car,car:1.000,6.0,4.47,0.0,3.0,5.48
MOT,rscardata,rscardata/train/053,car,480,1740,pure_small,1.0,1.0,car,car:1.000,9.8,5.0,0.0,4.0,9.38
MOT,rscardata,rscardata/train/054,car,480,12878,pure_small,1.0,1.0,car,car:1.000,7.48,4.9,0.0,4.0,6.32
MOT,rscardata,rscardata/train/055,car,481,20424,pure_small,1.0,1.0,car,car:1.000,9.8,4.0,0.0,3.46,5.92
MOT,rscardata,rscardata/train/056,car,481,22997,pure_small,1.0,1.0,car,car:1.000,5.48,4.0,0.0,3.46,5.0
MOT,rscardata,rscardata/train/057,car,481,21253,pure_small,1.0,1.0,car,car:1.000,11.96,4.47,0.0,3.46,5.92
MOT,rscardata,rscardata/train/058,car,481,14087,pure_small,1.0,1.0,car,car:1.000,7.07,4.47,2.0,3.46,5.48
MOT,rscardata,rscardata/train/059,car,480,2889,pure_small,1.0,1.0,car,car:1.000,12.37,6.32,3.46,4.9,8.66
MOT,rscardata,rscardata/train/060,car,480,480,pure_small,1.0,1.0,car,car:1.000,7.75,6.48,4.9,5.66,7.07
MOT,rscardata,rscardata/train/061,car,480,16421,pure_small,1.0,1.0,car,car:1.000,10.58,5.48,3.46,4.47,6.71
MOT,rscardata,rscardata/train/062,car,480,14879,pure_small,1.0,1.0,car,car:1.000,19.44,5.48,3.16,4.47,8.37
MOT,rscardata,rscardata/train/063,car,371,10944,pure_small,1.0,1.0,car,car:1.000,14.0,7.35,0.0,5.29,11.22
MOT,rscardata,rscardata/train/064,car,371,11380,pure_small,1.0,1.0,car,car:1.000,14.28,7.35,3.46,5.48,11.49
MOT,rscardata,rscardata/train/065,car,371,5245,pure_small,1.0,1.0,car,car:1.000,13.86,7.75,0.0,5.48,9.49
MOT,rscardata,rscardata/train/066,car,371,6238,pure_small,1.0,1.0,car,car:1.000,14.28,8.37,4.47,5.48,12.0
MOT,rscardata,rscardata/train/067,car,332,11239,pure_small,1.0,1.0,car,car:1.000,14.28,7.75,0.0,5.48,11.96
MOT,rscardata,rscardata/train/068,car,332,7937,pure_small,1.0,1.0,car,car:1.000,13.67,7.94,3.87,5.48,11.49
MOT,rscardata,rscardata/train/069,car,332,3989,pure_small,1.0,1.0,car,car:1.000,14.7,7.48,0.0,6.0,10.95
MOT,rscardata,rscardata/train/070,car,332,5868,pure_small,1.0,1.0,car,car:1.000,12.0,8.49,3.87,5.92,11.22
MOT,rscardata,rscardata/test1024/002,car,326,24562,pure_small,1.0,1.0,car,car:1.000,22.05,6.48,3.46,4.47,9.8
MOT,rscardata,rscardata/test1024/003,car,325,19907,pure_small,1.0,1.0,car,car:1.000,7.0,4.47,0.0,3.0,5.48
MOT,rscardata,rscardata/test1024/005,car,326,36167,pure_small,1.0,1.0,car,car:1.000,22.23,6.48,3.0,4.47,8.49
MOT,rscardata,rscardata/test1024/006,car,326,15913,pure_small,1.0,1.0,car,car:1.000,18.33,4.9,2.0,3.46,6.93
MOT,rscardata,rscardata/test1024/008,car,326,13333,pure_small,1.0,1.0,car,car:1.000,18.71,5.48,2.45,4.24,9.54
MOT,rscardata,rscardata/test1024/009,car,300,7999,pure_small,1.0,1.0,car,car:1.000,10.95,5.48,2.45,4.0,6.48
MOT,rscardata,rscardata/test1024/010,car,326,38106,pure_small,1.0,1.0,car,car:1.000,18.71,6.93,3.46,5.48,8.49
